id,name,yearpublished,rank,bayesaverage,average,usersrated,is_expansion,abstracts_rank,cgs_rank,childrensgames_rank,familygames_rank,partygames_rank,strategygames_rank,thematic_rank,wargames_rank,complexity,width,length,depth,weight
30549,Pandemic,2008,165,7.41069,7.51973,132596,0,,,,39,,174,,,2.3952,8.66142,11.811,1.5748,2.4
132531,Roll for the Galaxy,2014,166,7.41029,7.56967,33175,0,,,,,,143,,,2.7809,11.8,11.8,3,3.8
266524,PARKS,2019,167,7.40945,7.62987,29564,0,,,,27,,,,,2.1197,8.50394,8.50394,2.75591,2.46918
463,Magic: The Gathering,1993,168,7.40932,7.59168,42138,0,,19,,,,,,,3.2816,3.22835,8.0315,4.13386,1.45505
118048,Targi,2012,169,7.40707,7.59363,25899,0,,,,,,141,,,2.3439,7.87402,7.87402,1.77165,0.94799
147020,Star Realms,2014,170,7.40397,7.55401,47233,0,,,,,,162,,,1.9164,2.75591,3.85827,2.04724,0.571
258779,Planet Unknown,2022,171,7.3998,7.76922,12832,0,,,,24,,132,,,2.25,12.7953,12.7953,4.64567,8.46575
263918,Cartographers,2019,172,7.39822,7.56411,34517,0,,,,29,,,,,1.8874,6.29921,9.44882,1.5748,0.97444
262712,Res Arcana,2019,173,7.39818,7.62116,24891,0,,,,,,146,,,2.6524,9.84252,9.84252,2.44094,1.56969
14996,Ticket to Ride: Europe,2005,174,7.39773,7.52548,82958,0,,,,36,,,,,1.9171,11.7,11.7,2.8,1.5
235802,Too Many Bones: Undertow,2018,175,7.39688,8.65491,3832,0,,,,,,89,16,,4.0365,9.75,10.75,2.75,6.87622
161970,Alchemists,2014,176,7.39653,7.63616,24009,0,,,,,,148,,,3.9243,11.6142,11.6142,2.75591,3.72581
268864,Undaunted: Normandy,2019,177,7.39548,7.77538,13620,0,,,,,,,,30,2.2661,9.05512,12.5984,3.14961,2.42508
209418,Dominion (Second Edition),2016,178,7.3941,7.82656,12121,0,,,,,,145,,,2.1742,11.7,11.7,2.8,2.17155
271324,It's a Wonderful World,2019,179,7.39157,7.6358,22204,0,,,,,,149,,,2.3277,11.4173,11.4173,2.83465,2.94538
274364,Watergate,2019,180,7.39145,7.73278,13611,0,,,,,,136,,,2.2749,8,8,1.85039,1.60937
249259,War Chest,2018,181,7.38866,7.82786,11885,0,6,,,,,,,,2.3154,7.48031,9.05512,4.72441,4.49743
77423,The Lord of the Rings: The Card Game,2011,182,7.38717,7.66131,24876,0,,10,,,,,,,3.2195,11.7,11.7,2.8,2.6
34635,Stone Age,2008,183,7.38486,7.51426,55054,0,,,,37,,164,,,2.4572,8.9,12.4,3.74,3.64
281259,The Isle of Cats,2019,184,7.38479,7.63315,24355,0,,,,28,,156,,,2.3556,11.7323,11.8898,4.01575,6.61387
308765,Praga Caput Regni,2020,185,7.38189,7.85348,10083,0,,,,,,128,,,3.7294,11.811,11.811,2.83465,5.818
328871,Terraforming Mars: Ares Expedition,2021,186,7.3779,7.64123,20248,0,,,,,,150,,,2.9192,7.91339,9.88189,3.62205,3.29812
127023,Kemet,2012,187,7.37643,7.63236,19884,0,,,,,,147,,,3.0027,11.0236,15.748,3.54331,4.30783
148949,Istanbul,2014,188,7.37613,7.53799,33125,0,,,,32,,154,,,2.5831,8.85,12.4,2.75,2.8
294484,Unmatched: Cobble & Fog,2020,189,7.37606,7.93481,9148,0,,,,,,139,,,1.971,9.05512,11.6142,2.75591,2.49122
296151,Viscounts of the West Kingdom,2020,190,7.37387,7.80742,11076,0,,,,,,134,,,3.4559,9.05512,9.05512,2.75591,2.99608
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1981,191,7.37346,7.61133,22475,0,,,,,,,53,,2.6623,8.74016,10.6299,2.79528,1.32277
265188,Glen More II: Chronicles,2019,192,7.37251,7.87116,9201,0,,,,,,126,,,3.0062,14.5669,10.6299,4.33071,7.16502
233398,Endeavor: Age of Sail,2018,193,7.37158,7.85581,10150,0,,,,,,131,,,2.8491,15.75,11.61,2.76,7.27525
146652,Legendary Encounters: An Alien Deck Building Game,2014,194,7.37137,7.75417,13585,0,,,,,,,42,,2.7052,10,15.0394,3.14961,4.72451
82222,Xia: Legends of a Drift System,2014,195,7.37118,7.85788,10866,0,,,,,,140,37,,3.1965,11.73,17.4,2.99,5.07063
244522,That's Pretty Clever!,2018,196,7.367,7.55765,26993,0,,,,33,,,,,1.8562,5.11811,7.08661,1.65354,0.870826
283948,Marco Polo II: In the Service of the Khan,2019,197,7.36678,7.92647,8130,0,,,,,,124,,,3.3714,8.93701,12.4803,3.0315,4.42688
103885,Star Wars: X-Wing Miniatures Game,2012,198,7.36628,7.62625,25388,0,,13,,,,,,65,2.4957,10,10,2,1.6
54043,Jaipur,2009,199,7.36425,7.48201,56380,0,,,,41,,,,,1.4644,5.11811,7.08661,1.5748,0.804687
329082,Radlands,2021,200,7.36146,7.76292,13325,0,,,,,,153,,,2.2573,3.93701,7.16535,1.65354,0.83776
271896,Star Wars: Outer Rim,2019,201,7.36119,7.74418,14488,0,,,,,,,47,,2.5758,11.7,11.7,2.8,3.48771
364011,Great Western Trail: Argentina,2022,202,7.35763,8.23881,5066,0,,,,,,104,,,3.9171,11.7,11.7,2.8,6.60946
350184,Earth,2023,203,7.35725,7.62993,19707,0,,,,,,158,,,2.9051,11.7,11.7,2.8,4.68703
233867,Welcome To...,2018,204,7.35611,7.51309,33853,0,,,,40,,,,,1.8414,7.87402,7.87402,1.5748,1.54324
283355,Dune,2019,205,7.35096,7.92077,10260,0,,,,,,151,48,,3.9799,10.5,10.5,2.65,3.3863
339789,Welcome to the Moon,2021,206,7.34825,7.87282,8773,0,,,,26,,,44,,2.4554,7.99213,7.99213,2.28346,2.46918
43111,Chaos in the Old World,2009,207,7.34318,7.66009,16030,0,,,,,,157,49,,3.1977,12,12,4,4.21083
188920,This War of Mine: The Board Game,2017,208,7.3431,7.76291,14224,0,,,,,,,52,,3.3314,11.7,11.7,2.8,5.51156
316377,7 Wonders (Second Edition),2020,209,7.34231,7.82903,10803,0,,,,30,,165,,,2.2933,11.6929,11.6929,3.0315,2.96742
9609,War of the Ring,2004,210,7.34176,7.78131,10923,0,,,,,,,40,21,3.8477,11,16,3.5,6.18
10630,Memoir '44,2004,212,7.33483,7.53311,31444,0,,,,,,,,68,2.274,11.7,11.7,2.8,3.96832
314491,Meadow,2021,213,7.3338,7.7081,13043,0,,,,31,,160,,,2.2531,11.6142,11.6142,2.95276,3.79195
227224,The Red Cathedral,2020,214,7.33244,7.67018,14795,0,,,,,,163,,,2.8186,7.08661,9.05512,1.9685,1.88275
332686,John Company: Second Edition,2022,215,7.33006,8.27594,4963,0,,,,,,122,32,,4.4614,9,11.625,3.625,6
118,Modern Art,1992,216,7.3265,7.5203,24648,0,,,,,,166,,,2.2829,10,10,2,2.25
199561,Sagrada,2017,217,7.32567,7.46948,46032,0,10,,,46,,,,,1.9172,8.85827,11.6142,2.99213,2.31926
104162,Descent: Journeys in the Dark (Second Edition),2012,218,7.32504,7.60548,25836,0,,,,,,,62,,3.2146,11.75,11.75,4.25,5.85
242302,Space Base,2018,219,7.3201,7.5389,22285,0,,,,43,,,,,2.1294,9.17323,9.17323,2.79528,2.625
374173,Star Wars: The Deckbuilding Game,2023,220,7.31953,7.82771,9785,0,,,,35,,159,,,2.0349,6.61417,8.38583,2.99213,1.32277
39463,Cosmic Encounter,2008,221,7.31866,7.51006,34435,0,,,,,,200,72,,2.5813,11.7,11.7,2.8,3.06443
25021,Sekigahara: The Unification of Japan,2011,222,7.31864,7.99127,6499,0,,,,,,,,9,2.802,12.4,9.3,2.3,4.2
155426,Castles of Mad King Ludwig,2014,223,7.31487,7.50479,27232,0,,,,,,175,,,2.6482,12.2047,12.5984,2.87402,2.84396
188,Go,-2200,224,7.30889,7.65921,18049,0,16,,,,,,,,3.9124,8.4252,11.9685,2.32283,2.66098
300531,Paleo,2020,225,7.3081,7.65749,15130,0,,,,,,177,59,,2.6436,11.6929,11.6929,3.54331,3.65967
128882,The Resistance: Avalon,2012,226,7.30772,7.49697,35819,0,,,,,12,,,,1.7368,5.90551,7.87402,1.77165,0.917123
103343,A Game of Thrones: The Board Game (Second Edition),2011,227,7.30673,7.53024,36378,0,,,,,,203,,,3.7364,11.6142,11.6142,2.75591,4.40925
256680,Return to Dark Tower,2022,228,7.30624,8.20965,5531,0,,,,,,,31,,2.6547,12.2047,13.3858,6.69291,7.84846
287954,Azul: Summer Pavilion,2019,229,7.30455,7.57703,18603,0,8,,,44,,,,,2.0728,10.2756,10.2756,2.83465,2.83955
282524,Horrified,2019,230,7.30414,7.60213,19133,0,,,,47,,,63,,2.0158,10.5,10.5,2.5,2.75578
17133,Railways of the World,2005,231,7.30379,7.66339,12530,0,,,,,,161,,,3.0143,12.75,15.748,4,11.69
391137,Galactic Cruise,2025,232,7.3032,8.41878,4137,0,,,,,,118,,,3.9525,11.811,14.5669,4.92,11.3
31627,Ticket to Ride: Nordic Countries,2007,233,7.30213,7.62231,14835,0,,,,42,,,,,1.9646,11.7,11.7,2.8,2.64555
299659,Clash of Cultures: Monumental Edition,2021,234,7.30101,8.26922,4775,0,,,,,,130,,,3.7243,12.4016,12.4016,4.72441,8.58921
70149,Ora et Labora,2011,235,7.29673,7.67777,11447,0,,,,,,155,,,3.8889,8.85827,12.4016,2.75591,4.73994
822,Carcassonne,2000,236,7.29575,7.41313,136191,0,,,,58,,,,,1.8864,7.5,11,2.75,1.54324
171131,Captain Sonar,2016,237,7.29223,7.50543,23101,0,,,,,9,,66,,2.1986,11.811,11.811,3.14961,4.90749
148228,Splendor,2014,238,7.29207,7.41863,87478,0,,,,57,,,,,1.7779,8.46,10.83,2.56,2.43
104006,Village,2011,239,7.28681,7.48603,24159,0,,,,,,184,,,3.06,11.8,11.8,3,2.58382
123260,Suburbia,2012,240,7.28577,7.46207,26201,0,,,,,,189,,,2.7567,11.7,11.7,3,4.1
14105,Commands & Colors: Ancients,2006,241,7.28384,7.77826,9056,0,,,,,,,,22,2.6888,9,12,3,5.75
285967,Ankh: Gods of Egypt,2021,242,7.28081,7.7461,11128,0,,,,,,167,,,3.1291,12.7559,12.6772,4.80315,6.49482
215,Tichu,1991,243,7.27916,7.57519,16514,0,,,,,,180,,,2.3425,3.7,4.7,0.8,0.304
150376,Dead of Winter: A Crossroads Game,2014,244,7.27863,7.44513,48272,0,,,,,,,80,,3.0133,11.7717,11.7717,2.83465,4.23288
269207,The Taverns of Tiefenthal,2019,245,7.27822,7.57548,16427,0,,,,,,188,,,2.6953,11.614,11.614,2.87,3.3
241451,Aeon's End: Legacy,2019,246,7.27706,8.04329,5699,0,,,,,,144,,,2.8641,10,15,3.5,7.2973
342070,Thunder Road: Vendetta,2023,247,7.27368,7.91864,6777,0,,,,38,,,46,,1.9531,11.6142,14.1732,2.3622,4.31665
293014,Nidavellir,2020,248,7.27005,7.55929,15584,0,,,,48,,182,,,2.1152,9.84252,9.84252,2.95276,3.13056
7854,YINSH,2003,249,7.26671,7.71053,9665,0,4,,,,,,,,2.6328,9.37008,12.5984,1.65354,2.02825
400602,Civolution,2024,250,7.26437,8.1872,4608,0,,,,,,138,,,4.2212,11.811,11.811,3.54331,6.89606
9209,Ticket to Ride,2004,251,7.26418,7.38701,96089,0,,,,64,,,,,1.8212,11.6142,11.6929,2.83465,2.83294
182631,Star Realms: Colony Wars,2015,252,7.26393,7.7852,8672,0,,,,,,173,,,1.8896,2.7,3.75,1.75,0.56218
245638,Coimbra,2018,253,7.26167,7.60484,12725,0,,,,,,172,,,3.2464,11.7,11.7,2.8,3.45244
91,Paths of Glory,1999,254,7.26063,8.07111,5573,0,,,,,,,,3,3.8598,9.2,12.2,2.1,3.64
165722,KLASK,2014,255,7.25987,7.62661,11796,0,,,,45,7,,,,1.0482,17.9134,14.3701,5.90551,5.07063
429293,The Lord of the Rings: The Fellowship of the Ring – Trick-Taking Game,2024,256,7.25817,7.9557,6097,0,,,,34,,,,,1.955,4.09449,8.62205,1.5748,0.95901
188834,Secret Hitler,2016,257,7.25684,7.49296,32992,0,,,,,19,,,,1.7374,6,15,2.125,2
306735,Under Falling Skies,2020,258,7.25656,7.60926,13334,0,,,,,,196,,,2.4006,10.0394,7.28346,2.3622,2.99829
295486,My City,2020,259,7.25463,7.59455,12772,0,,,,49,,190,,,1.9808,11.6142,11.6142,2.75591,3.31796
283155,Calico,2020,260,7.25322,7.49349,22386,0,11,,,55,,,,,2.1957,9.40945,9.40945,2.79528,3.48771
126042,Nations,2013,261,7.25234,7.59575,12552,0,,,,,,176,,,3.5401,11.3,16.2,3.8,4.7
260605,Camel Up (Second Edition),2018,262,7.25199,7.55272,16556,0,,,,50,8,,,,1.5056,11.7,11.7,2.8,2.82192
54998,Cyclades,2009,263,7.24892,7.49309,22491,0,,,,,,212,,,2.8172,11.0236,15.748,3.54331,4.60105
223040,Fantasy Realms,2017,264,7.24534,7.50738,17597,0,,,,52,,,,,1.8043,5.51181,8.26772,1.5748,0.97003
195421,Near and Far,2017,265,7.24417,7.65021,11005,0,,,,,,,58,,2.8929,11.7,11.7,2.8,6.7
385761,Faraway,2023,266,7.24076,7.5514,15071,0,,,,51,,,,,1.9118,5.31496,7.28346,1.85039,0.76721
224037,Codenames: Duet,2017,267,7.24023,7.41514,25707,0,,,,59,,,,,1.3581,6.29921,9.05512,1.9685,1.32277
21050,Combat Commander: Europe,2006,268,7.23908,7.95423,6055,0,,,,,,,,11,3.2592,9.2,12.2,3,5
221194,Dinosaur Island,2017,269,7.23806,7.53775,16948,0,,,,,,213,,,3.0495,11.7,11.7,2.8,6.45
146886,La Granja,2014,270,7.23781,7.59194,11750,0,,,,,,185,,,3.5684,8.93701,12.4409,2.91339,3.5274
232832,Century: Golem Edition,2017,271,7.23358,7.58064,13685,0,,,,53,,219,,,1.7189,10.8268,7.48031,2.55906,2.09439
367220,Sea Salt & Paper,2022,272,7.23347,7.50409,19066,0,,,,60,,,,,1.4774,4.04331,5.51969,0.97638,0.41447
129437,Legendary: A Marvel Deck Building Game,2012,273,7.23064,7.52128,23186,0,,,,,,,79,,2.4341,11.5,11.5,4,4.6
158600,Hanamikoji,2013,274,7.22823,7.45668,20639,0,,,,62,,,,,1.6783,6.49606,4.33071,1.1811,440.925
420033,Vantage,2025,275,7.22789,8.44044,4165,0,,,,,,,45,,2.3422,11.811,11.811,3.93701,11.0231
3,Samurai,1998,276,7.22504,7.48136,16923,0,,,,,,209,,,2.4414,10.7,14.6,2.2,2.20462
156129,Deception: Murder in Hong Kong,2014,278,7.22242,7.42636,24536,0,,,,,14,,,,1.5852,10.9,10.9,2.5,2.3347
192291,Sushi Go Party!,2016,279,7.22192,7.37751,38871,0,,,,71,,,,,1.3166,11.6929,11.6929,2.99213,1.96432
318977,MicroMacro: Crime City,2020,280,7.22172,7.46083,18722,0,,,,61,,,,,1.1013,7.44,10.75,1.38,1.08
232405,Western Legends,2018,281,7.22165,7.60448,12580,0,,,,,,,65,,2.8527,10.8268,15.5512,3.14961,4.85017
176189,Zombicide: Black Plague,2015,282,7.22059,7.60178,17114,0,,,,,,,75,,2.4747,12.1653,12.1653,4.13386,6.39341
199478,Flamme Rouge,2016,283,7.2198,7.47969,19386,0,,,,65,,,,,1.6986,11.7,11.7,2.8,3.60676
329839,So Clover!,2021,284,7.21892,7.59035,10977,0,,,,,6,,,,1.125,6.29921,9.09449,2.20472,1.42639
274637,"Unmatched: Battle of Legends, Volume One",2019,285,7.2174,7.68681,10559,0,,,,,,220,,,1.934,9.05512,11.6142,2.75591,3.26284
295895,Distilled,2023,286,7.21734,7.77515,8035,0,,,,,,191,,,3.0246,11.9685,11.9685,4.40945,7.40312
176494,Isle of Skye: From Chieftain to King,2015,287,7.21731,7.39017,26800,0,,,,66,,227,,,2.2519,7.48031,10.7874,2.67717,2.42508
19857,Glory to Rome,2005,288,7.21587,7.4933,14745,0,,,,,,205,,,2.9328,6.45669,8.97638,1.1811,1.10231
224783,Vindication,2018,289,7.2156,7.7727,8091,0,,,,,,186,,,3.0895,12,13.75,3.5,6.2
169426,Roll Player,2016,290,7.21218,7.42454,22035,0,,,,,,228,,,2.4227,8.85827,12.5984,2.95276,3.30693
300322,Hallertau,2020,291,7.21218,7.83289,6698,0,,,,,,168,,,3.2933,8.85827,12.4409,4.05512,5.88634
555,The Princes of Florence,2000,292,7.2115,7.4963,15924,0,,,,,,211,,,3.2415,10.7,12.4,2.2,2.37
286096,Tapestry,2019,293,7.20722,7.43729,22282,0,,,,,,233,,,2.9693,11.6142,11.6142,4.01575,5.83784
351913,Tiletum,2022,294,7.20538,7.86356,6409,0,,,,,,171,,,3.394,11.7,11.7,2.8,5.51156
311193,Anno 1800: The Board Game,2020,295,7.20459,7.69964,8560,0,,,,,,192,,,3.1254,11.7323,11.7323,2.87402,3.61558
228341,Pulsar 2849,2017,296,7.20458,7.64473,9570,0,,,,,,194,,,3.3333,11.6929,11.6929,2.79528,5.04859
198994,Hero Realms,2016,297,7.20257,7.49974,19450,0,,,,,,245,,,1.8473,4,6,1.85,0.84437
194655,Santorini,2016,298,7.20103,7.34169,41291,0,17,,,,,,,,1.7219,11.78,11.78,2.5,3.25182
109276,Kanban: Driver's Edition,2014,299,7.19917,7.78356,7063,0,,,,,,179,,,4.3451,11.811,12.6378,2.24409,3.59353
150145,Skull King,2013,300,7.19905,7.53398,13991,0,,,,63,,,,,1.7342,4,6,1,0.55
9216,Goa,2004,301,7.19883,7.55429,11697,0,,,,,,201,,,3.3659,8.94,12.4,2.87,2.75578
323612,Bitoku,2021,302,7.19827,7.79325,7484,0,,,,,,195,,,3.7621,11.6142,11.6142,2.83465,6.32286
156546,Monikers,2015,303,7.19715,7.76746,7344,0,,,,,4,,,,1.0938,4,7.5,3.4,1.5
297562,Kemet: Blood and Sand,2021,304,7.19566,7.92286,5841,0,,,,,,181,,,3.1916,11.7717,14.3701,4.40945,6.929
421,1830: Railways & Robber Barons,1986,305,7.19347,7.86447,5910,0,,,,,,169,,,4.1703,8.4,11.5,2.1,2.375
416851,Castle Combo,2024,306,7.19324,7.64579,9552,0,,,,54,,,,,1.7358,7.08661,5.11811,1.81102,1.10231
20551,Shogun,2006,307,7.19269,7.5077,14520,0,,,,,,224,,,3.3656,10.8268,14.8032,3.74016,4.16674
270633,Aeon's End: The New Age,2019,308,7.19123,8.49617,3228,0,,,,,,152,,,2.9306,11.7323,11.7323,3.46457,5.06402
284189,Foundations of Rome,2022,309,7.19073,8.04228,4907,0,,,,,,178,,,1.9859,14.25,11.75,11.25,18
31481,Galaxy Trucker,2007,310,7.18938,7.32698,35404,0,,,,,,,92,,2.3292,10.7,12.4,2.2,3.5274
128621,Viticulture,2013,311,7.18495,7.47406,15142,0,,,,,,229,,,2.9495,8.9,12.4,2.2,3.69274
230253,Star Realms: Frontiers,2018,312,7.18418,7.91748,5969,0,,,,,,210,,,1.8936,7.24409,9.05512,1.74016,1.13759
400314,Apiary,2023,313,7.18248,7.70851,8210,0,,,,,,207,,,3.0031,11.811,11.811,2.95276,5.07063
284653,Mind MGMT: The Psychic Espionage “Game.”,2021,314,7.18225,7.81529,6741,0,,,,,,198,,,2.9178,9.56693,13.6614,3.30709,4.01241
356123,Turing Machine,2022,315,7.18027,7.63238,9661,0,,,,,,232,,,2.5138,9.88189,9.88189,2.44094,2.10321
140620,Lewis & Clark: The Expedition,2013,316,7.17861,7.43868,16304,0,,,,,,231,,,3.3218,11.6142,11.6142,2.75591,3.17466
305096,Endless Winter: Paleoamericans,2022,317,7.17818,7.64753,9613,0,,,,,,217,,,3.3245,11.6929,13.7795,3.54331,5.64383
27708,1960: The Making of the President,2007,318,7.17806,7.61826,9457,0,,,,,,214,,,3.2045,9,12,3,5
127060,Bora Bora,2013,319,7.17669,7.55851,10612,0,,,,,,216,,,3.7238,8.66142,12.1653,2.6378,3.8
298047,Marvel United,2020,320,7.1758,7.55287,12708,0,,,,70,,,,,1.838,10.2,10.2,2.8,2.27076
223321,Detective: A Modern Crime Board Game,2018,321,7.17542,7.61788,11274,0,,,,,,,69,,2.7437,11.6142,11.6142,2.95276,3.04238
760,Battle Line,2000,322,7.17534,7.41449,18122,0,,,,,,244,,,1.8896,6.10236,9.17323,1.53543,0.606271
204583,Kingdomino,2016,323,7.17473,7.29295,51597,0,,,,81,,,,,1.234,22.5,8.85827,1.9685,1.32277
2655,Hive,2001,324,7.1699,7.31755,39581,0,19,,,,,,,,2.3147,8.26772,8.26772,2.55906,1.7637
367150,Dune: War for Arrakis,2024,325,7.1694,8.48421,3442,0,,,,,,,33,7,3.6364,14.9606,10.6299,4.72441,8.10419
206718,Ethnos,2017,326,7.1682,7.45797,14470,0,,,,,,241,,,2.1118,12.126,12.126,2.48031,2.97624
277085,Love Letter,2019,327,7.16793,7.50697,14165,0,,,,77,16,,,,1.1111,4.48819,6.9685,0.984252,0.264555
144344,Rococo,2013,328,7.167,7.58369,9448,0,,,,,,215,,,3.0859,11.6929,11.6929,2.83465,2.75357
246784,Cryptid,2018,329,7.16656,7.43135,16439,0,,,,75,,248,,,2.2591,10.8268,7.48031,2.75591,2.49122
